Category,Resume
Database,technical skill sql oracle v10 v11 v12 r program python linear regression machine learn statistical model technique obtain certification edvancer eduventures train institute key skill multitasking work meet client sla high pressure scenario handle sensitive client along improved skill team playerbntgbqlmkk excellent communication skill quick learnerckekjofvwq leadership quality team networking courage take problem proactivelyqunsobcudteducation detail june 2012 sadvidya pre university college application database administrator dbms oracle application database administrator dbms oracle ibm india pvt ltd skill detail client exprience 30 month machine learn exprience 30 month oracle exprience 30 month sql exprience 30 month excellent communication skill exprience 6 monthscompany detail company ibm india pvt ltd description client blue cross blue shield massachusetts health insurance use oracle sql store organize datarynoolxhuv include capacity planning installation configuration database design migration security troubleshoot backup data recoverysajhwmuxoo work client database instal oracle v10 v11 v12 linux platformiqmadshiyn proficient communication client across location facilitate data elicitationiszogerzlf handle numerous business request solve diligently within give time frame respond quickly effectively production issue within slabrbegnceae lead team co ordination business conduct weekly checkout database server system ibm certification statistic 101 apply data science r big data foundation data science foundation business analytics certification pune work retail banking project design predictive business model use machine learn technique r program efficient business marketing strategy
Database,technical expertise db languages sql database tool sql server 2014 2017 postgresql 9bntgbqlmkk5 9ckekjofvwq6 oracle 11gr2 operate system redhat linux oracle linux windows server 2012 2016 technical skill oracle 11g r2 proficient oracle database software installation creation database use gui silent dbca architecture file management space management user management create role assign privilege roles 11gr2 troubleshoot themqunsobcudt hand experience control file redolog archive undo management configure listenerrynoolxhuvora tnsnamessajhwmuxooora file use netmgr netca generate awr report addm ash report diagnose problem database backup clone duplicate use hot cold backup use rmaniqmadshiyn knowledge flashback technology expdp impdp implement oracle11gr2 rac oracle linux platform knowledge service troubleshoot rac crsctl srvctl knowledge installation configuration raciszogerzlf add remove node rac configuration physical standby database data guard successfully upgraded 11brbegnceae2 0 1 11 2 0 4 psu patch use patch strength good communication skill self confident adapt work environment enjoy responsibility lead team player patient listener quick learner capable explain issue solve education detail b e computer engineering mumbai maharashtra mumbai university higher secondary certificate dr dy patil jr college database administrator database administrator dba marketplace technology ltd skill detail database exprience 61 month backups exprience 48 month linux exprience 48 month m sql server exprience 48 month sql exprience 48 monthscompany detail company dba marketplace technology ltd description project title eboss datafeed mfdb rtrms indiainx company standard enterprise description redhat linux 7 4 postgresql 9 5 9 6 duration feb 2017 till date description bombay stock exchange bse asia first fastest stock exchange world speed 6 micro second one india lead exchange group provide efficient transparent market trading equity currency debt instrument derivatives mutual fund bse sme india largest sme platform list 250 company continue grow steady pace job role responsibility postgresql work redhat linux o cluster postgresql high availability ha use pacemaker coordinate developer linux team database knowledge support participate implementation new release production instal configure postgresql source package redhat linux server perform postgresql server management task e backup restore configuration role blocking tablespace creation troubleshooting work storage team disaster recovery dr setup build san use emc technology configure ldap authentication gssapi authentication windows linux postgresql configure logical replication database server hot standby postgresql server faster database backup method schema tablespace backup configure maximum connection database linux server instal tds fdw source link server connect heterogeneous database require extension backup configuration pitr use base backup mssql day day administration live sql server participate live primary recovery pr disaster recovery dr activity participate pr dr mock new release production configure link server transactional replication maintenance task like database backup restore recovery schedule job maintenance plan instal configure sql server 2014 2017 standalone sql cluster server maintain security database provide appropriate sql role logins permission user demand work team application rollouts application issue sql server migration exposure handle production system skill understand client requirement perform sql server service pack upgrade hot fix handle multiple sql instance windows sql cluster environment build emc san work mssql db cluster active active active passive server always availability group aag ha dr setup experience san raid level build support sql cluster server san environment company bse bombay stock exchange description environment windows server 2008 r2 2012 r2 2016 enterprise standard
Hadoop,education detail hadoop developer hadoop developer infosys skill detail company detaipbmhddyaktgxfyuwrphqfzorydgavvkovmxtulfz
Hadoop,operate system linux ubuntu window 2007 08 tool tableau svn beyond comparebntgbqlmkkeducation detail january 2016 bachelor engineering engineering gujarat technological university system engineer hadoop developer system engineer hadoop developer tata consultancy service skill detail hadoop spark sqoop hive flume pig exprience 24 monthscompany detail company tata consultancy service description roles responsibility work american pharmaceutical company one world premier biopharmaceutical develops produce medicine vaccine wide range medical discipline include immunology oncology cardiology endocrinology neurologyckekjofvwq handle large amount unite healthcare data big data analytics usedqunsobcudt data possible data source like record patient old new record medicine treatment pathways patient journey health outcome patient finder rare disease patient finder etc gather store processed one placerynoolxhuv work cluster spec cluster architecture fully distribute package use cdh3 cluster capacity 20 tb nosajhwmuxoo nod 10 data node 3 master nfs backup nn develop proof concept enterprise adoption hadoopiqmadshiyn use sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distributioniszogerzlf responsible cluster maintenance add remove cluster node cluster monitor trouble shoot manage review data backup review hadoop log filesbrbegnceae import export large data set data hdfs vice versa use sqoop involve develop pig script hive report work hive partition bucket concept create hive external internal table hive partition monitoring hadoop script take input hdfs load data hive develop spark script use scala shell command per requirement work data frame sql data set rdd mapreduce spark optimize exist algorithm hadoop use sparkcontext spark sql data frame rdd collaborate infrastructure network database application bi ensure data quality availability develop report use tableau export data hdfs hive use sqoop use orc parquet file format serialization data snappy compression data achievement appreciation show articulate leadership quality work team complete internal certification tc certify hadoop developer ongoing learn prepare schedule cloudera certify spark developer cca 175
Hadoop,area expertise big data ecosystem hadoop hdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra program language python core java idea scala databases oracle 10g mysql sqlserver nosql hbase cassandra tool eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops rtc rlmbntgbqlmkk scripting language jsp platform window unixeducation detail mckekjofvwqtech db bqunsobcudttech cse srm university software engineer software engineer larsen toubro skill detail company detail company larsen toubro description work software engineer technosoft corporation chennai aug 2015 sep 2016rynoolxhuv company current project description duration september 2016 till date vendor citi bank description citibank citi anti money launder aml transaction monitor tm program future state solution rule base system transaction monitor icg market businesssajhwmuxoo role responesbilities build provide domain knowledge anti money laundering among team membersiqmadshiyn layer architecture data warehouse workspace layer use business analystsiszogerzlf actively involve design star schema model involve various dimension fact tablesbrbegnceae design scd2 maintain history dim data develop hive query map data different layer architecture usage oozie workflows integration data quality reconciliation module regression integration test solution issue integration module effectively test data flow layer layer transaction monitoring system development generate alert suspicious fraudulent transaction base requirement provide ba develop spark job various business rule learn machine learning use project develop effective model fraud detection anti money laundering system schedule job use autosys tool deployment code management use rtc rlm release lifecycle management hadoop developer current project prts run environment hadoop 2 x hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton work hdp2 3 company alcatel lucent description 1x ruckus wireless description scope project maintain store operational parameter data collect multiple vendor network mediation team oms data store make available rf engineer boost network performance responsibility work hadoop distribute file system involve import data mysql hdfs use sqoop involve create hive table load data write hive query run top tez execution engine involve prepare test case document involve integrating hive hbase store operational data monitoring job oozie company current project description anti money laundering environment hadoop 2 x hdfs yarn hive oozie spark unix autosys python rtc rlm etl framwe work cluster size 56 node cluster distribution cloudera 5 9 14
Hadoop,technical skill set programming language apache hadoop python shell script sql technology hive pig sqoop flume oozie impala hdfs tool dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learn program tata consultancy service june 2015 august 2015 description learn program conduct tc newly join employee accomplish learn work standard organizationbntgbqlmkk period employee groom various technical well ethical aspectsckekjofvwq education detail bqunsobcudterynoolxhuv electronics communication indore madhya pradesh medi cap institute technology management hadoop developer hadoop hive sqoop flume pig mapreduce python impala spark scala sql unixsajhwmuxoo skill detail apache hadoop sqoop exprience 31 month hadoop exprience 31 month hadoop exprience 31 month hive exprience 31 month sqoop exprience 31 month python exprience less 1 year month hdfs exprience le 1 year month unix exprience less 1 year month impala exprience le 1 year month pig exprience le 1 year month unravel exprience less 1 year month mapreduce exprience le 1 year month dataiku exprience le 1 year monthscompany detail company tata consultancy service description project description data warehouse division multiple product inject store analyse present dataiqmadshiyn data lake program start provide multi talent secure data hub store application data hadoop platform strong data governance lineage audit monitoring capabilitiesiszogerzlf object project provide necessary engineering support analytics application team focus business logic developmentbrbegnceae project major task set hadoop cluster govern activity require smooth function various hadoop ecosystem day day data increase provide stability ecosystem smooth work develop automate various requirement specific utility responsibility 1 develop proactive health check utility data lake utility proactively check smooth function hadoop component cluster sends result email html format utility use daily health check well upgrade 2 get data different format process data hadoop ecosystem filter data use appropriate technique 3 develop data pipeline utility ingest data rdbms database hive external table use sqoop command utility also offer data quality check like row count validation 4 develop automate various cluster health check usage capacity relate report use unix shell script 5 optimization hive query order increase performance minimize hadoop resource utilization 6 create flume agent process data hadoop ecosystem side 7 perform benchmark test hive query impala query 8 involved set cluster component like edge node ha implementation service hive server2 impala hdfs 9 filtering require data available data use different technology like pig regex serde etc 10 dataiku benchmark test top impala hive compare greenplum database 11 move data greenplum database hadoop side help sqoop pipeline process data hadoop side store data hive table performance test 12 deal hadoop ecosystem relate issue order provide stability wm hadoop ecosystem 13 reschedule job autosys job host tws job host better performance declaration hereby declare mention information authentic best knowledge company tata consultancy service description client 1 barclays 2 union bank california ubc 3 morgan stanley m key project handle project name absa reconciliation ubc wmdatalake coe company tata consultancy service description project description migration data rdbms database hive hadoop ecosystem hadoop platform ability strong data governance lineage audit monitoring capability objective project speed data processing analysis decision make become easy due rdbms limitation process waste amount data produce result earliest client want move data hadoop ecosystem come limitation focus business improvement responsibility 1 optimise sql query data require move rdbms platform 2 write hive query logic move data rdbms hadoop ecosystem 3 write hive query analyse require data per business requirement 4 optimization hive query order increase performance minimize hadoop resource utilization 5 write sqoop command script move data rdbms hadoop side company tata consultancy service description project description create recs migrate static setup reconciliation 8 1 version 9 1 version environment intellimatch responsibility 1 work extract business requirement analyze implement develop recs 2 work migrate static setup reconciliation 8 1 version 9 1 version environment intellimatch 3 do back end work thing related write sql query provide data new recs project name pso
Hadoop,technical skill program language c c java bntgbqlmkknetckekjofvwq j2ee html5 cs mapreduce script language javascript python database oracle pl sql sql ibm db2 tool ibm rational rise r weka operate system windows xp vista unix windows 7 red hat 7education detail january 2015 bqunsobcudte pimpri chinchwad maharashtra pimpri chinchwad college engineering january 2012 diploma msbte dnyanganaga polytechnic srynoolxhuvssajhwmuxooc new english school takali hadoop big data developer hadoop big data developer british telecom skill detail apache hadoop mapreduce exprience 37 month mapreduce exprience 37 month mapreduce exprience 37 month java exprience 32 month iqmadshiynnet exprience 6 monthscompany detail company british telecom description project british telecom project uk responsibility work hdfs mapreduce hive spark scala sqoop kerberos etciszogerzlf technology implement various data mining algorithm spark like k mean cluster random forest na bayes etcbrbegnceae knowledge instal configure maintain secure hadoop company dxc technology description hpe legacy bangalore work hadoop java programming work azure aws emr service work hdinsight hadoop cluster design develop document architect hadoop application develop mapreduce cod work seamlessly hadoop cluster analyze process large data set hdfs analytical bent mind ability learn unlearn relearn surely come handy
Hadoop,technical skill set big data ecosystem hadoop hdfs hbase map reduce sqoop hive pig spark core flumebntgbqlmkk language scala core java sql plsql sell script etl tool informatica power center8ckekjofvwqx 9qunsobcudt6 talend 5rynoolxhuv6 tool eclipse intellij ideasajhwmuxoo platform windows family linux unix clouderaiqmadshiyn database mysql oracleiszogerzlf10 11geducation detail mbrbegnceaec pune maharashtra pune university hodoop developer hodoop developer prgx india private limited pune skill detail company detail company prgx india private limited pune description team size 10 environment hive spark sqoop scala flume project description bank want help customer avail different product bank analyze expenditure behavior customer spend range online shop medical expense hospital cash transaction debit card usage etc behavior allow bank create analytical report base bank use display product offer customer portal build use java portal allow customer login see transaction make day day basis analytics also help customer plan budget budget watch financial forecast application embed portal portal use hadoop framework analyes data per rule regulation place regulator respective country offer interest rate also comply regulation process do use hadoop framework big data analytics system role responsibility import data legacy system hadoop use sqoop flume implement business logic analyse data per process data use spark create hive script load data hive source various attribute data process logic retrieve correct result project 2 company prgx india private limited pune description company prgx india private limited pune description team size 11 environment hadoop hdfs hive sqoop mysql map reduce project description purpose project store terabytes information web application extract meaningful information solution base open source w hadoop data store hadoop file system process use map reduce job trun include get raw html data micro websites process html obtain product user information extract various report vistor track information export information process role responsibility move crawl data flat file generate various micro site hdfs process sqoop implementation interaction database write map reduce script process data file create hive table store process data tabular format report creation hive data project 3 company prgx india private limited pune description team size 15 environment informatica 9 5 oracle11g unix project description pfizer inc american global pharmaceutical corporation headquarter new york city main objective project build development data repository pfizer inc downstream application like etrack tsp database rts sadms gfs gdo sql request oltp system directly due performance oltp system go slows create development data repository replace entire sql request directly oltp system ddr process extract clinical pre clinical study product subject sit related information upstream application like epecs cd rcm prc e clinical edh apply business logic put ddr core table snapshot dimensional layer create used reporting application role responsibility understand analyze requirement document resolve query design informatica mapping use various basic transformation like filter router source qualifier lookup etc advance transformation like aggregator joiner sorter perform cross unit integration test mapping develop within team reporting bug bug fix create workflow batch set session dependency implement change data capture use map parameter scd sk generation develop mapplet reusable transformation populate data data warehouse create session worklets use workflow manager load data target database involve unit case test utc perform unit test uat scd type1 type2 fact load cdc implementation personal scan address jijayi height flat 118 narhe police chowki pune 411041
Hadoop,education detail hadoop developer hadoop developer infosys skill detail company detail company infosys description project description bank information store data different data ware house system department become difficult organization manage data perform analytics past data combine single global repository hadoop analysisbntgbqlmkk responsibility analyze bank rate data setckekjofvwq create specification documentqunsobcudt provide effort estimationrynoolxhuv develop spark scala spark sql program use eclipse ide windows linux environmentsajhwmuxoo create kpi test scenario test case test result documentiqmadshiyn test scala program linux spark standalone modeiszogerzlf setup multi cluster aws deploy spark scala program provide solution use hadoop ecosystem hdfs mapreduce pig hive hbase zookeeperbrbegnceae provide solution use large scale server side system distribute process algorithms create report bi team use sqoop export data hdfs hive provide solution support assist troubleshoot optimization mapreduce job pig latin script deep understanding hadoop design principle cluster connectivity security factor affect system performance work import export data different database like oracle teradata hdfs hive use sqoop tpt connect direct import export data rdbms hdfs hbase write script place client side data move hdfs stored temporary file start load hive table develop sqoop script order make interaction pig mysql database involve develop hive report partition hive table create maintain technical documentation launch hadoop cluster execute hive query pig script involve run hadoop job process million record text data environment java hadoop hdfs map reduce pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere v8 5 project 1 telecommunication hadoop developer description identify customer likely churn 360 degree view customer create different heterogeneous data source data bring data lake hdfs different source analyze use different hadoop tool like pig hive responsibility instal configure apache hadoop tool like hive pig hbase sqoop application development unit test write mapreduce job discover trend data usage user involve database connection use sqoop involve create hive table load data write hive query use hiveql involve partition join hive table hive query optimization experience sql db migration hdfs use nosql hbase faster performance maintains data de normalized way oltp data collect distributed source avro model apply transformation standardization load hbase data processing experience define job flow use oozie orchestrate workflow implement fair scheduler job tracker share resource cluster map reduce job give user export analyzed data relational database use hive visualization generate report bi team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell script java jdk 1 6 java 6 oracle 10g pl sql sql plus
Hadoop,skill set hadoop map reduce hdfs hive sqoop javabntgbqlmkk duration 2016 2017ckekjofvwq role hadoop developer rplus offer quick simple powerful cloud base solution demand sense accurately predict demand product market combine enterprise external data predict demand accurately use social conversation sentiment derive demand identifies significant driver sale horde factor selects best suit model multiple forecasting model productqunsobcudt responsibility involve deploy product customer gathering requirement algorithm optimization backend productrynoolxhuv load transform large datasets structure semi structuredsajhwmuxoo responsible manage data come different source application support map reduce program run cluster involve create hive table load data write hive query run internally map reduce wayiqmadshiyneducation detail hadoop developer hadoop developer braindatawire skill detail apache hadoop hdfs exprience 49 month apache hadoop sqoop exprience 49 month hadoop exprience 49 month hadoop exprience 49 month hadoop distribute file system exprience 49 monthscompany detail company braindatawire description technical skill program core java map reduce scala hadoop tool hdfs spark map reduce sqoop hive hbase database mysql oracle script shell script ide eclipse operate system linux centos window source control git github
ETL Developer,technical summary knowledge informatica power center ver 9 1 10 etl tool mapping desinnpdiyggrhbhqcfekilhmsmhdjdaaqnwvjqalowr
ETL Developer,technicalproficiencies db oracle 11g domain investment banking advertising insurancebntgbqlmkk program skill sql plsql bi tool informatica 9ckekjofvwq1 o window unix professional development training concept data warehouse business intelligence etlqunsobcudt bi tool informatica 9x education detail bca nanded maharashtra nanded university etl developer etl developer sun trust bank ny skill detail etl exprience 39 month extract transform load exprience 39 month informatica exprience 39 month oracle exprience 39 month unix exprience 39 monthscompany detail company sun trust bank ny description sun trust bank ny jan 2018 present client sun trust bank ny environment informatica power center 9rynoolxhuv1 oracle 11g unixsajhwmuxoo role etl developer project profile sun trust bank u base multinational financial service hold company headquarters ny operate bank new york financial service investmentsiqmadshiyn company organize stock corporation four division investment banking private banking retail banking share service group provide financial service support divisionsiszogerzlf objective first module create dr system bank central point communication storage listed cash security loan bond note equity rate commodity fx asset classesbrbegnceae contribution highlight liaise closely project manager business analyst product architects requirement modeler cfoc define technical requirement create project documentation development use infa 9 1 11g oracle unix use informatica powercenter extraction transformation load etl data database create configured session informatica workflow manager load data data base table various heterogeneous database source like flat file oracle etc unit test system integration test develop mapping provide production support deploy code provide solution business production issue one one interaction client throughout project daily meeting project 2 company marshall multimedia description jun 2016 dec 2017 client marshall multimedia environment informatica power center 9 1 oracle 11g unix role etl developer project profile marshall multimedia u base multimedia advertisement service base organization head courter new york egc interface system advert management customer management billing provision system consumer enterprise customer main aim project create enterprise data warehouse would suffice need report belong follow category financial report management report rejection report professional report create cognos etl work perform informatica project load advert detail magazine detail come relational table data warehouse calculate compensation incentive amount monthly twice per business rule contribution highlight develop mapping use different source use informatica transformation create configured session informatica workflow manager load data data mart table various heterogeneous database source like flat file oracle etc 2 unit test system integration test develop mapping provide solution business production issue project 3 company assurant healthcare insurance miami usa description assurant usa nov 2015 may 2016 project act bi state datamart client assurant healthcare insurance miami usa environment informatica power center 9 1 oracle 11g unix role etl developer project profile assurant inc hold company business provide diverse set specialty niche market insurance product property casualty life health insurance sector company four operating segment assurant employee benefit assurant health assurant solution assurant specialty property project aim build state datamart enterprise solution part team responsible etl design development along test contribution highlight perform small enhancement daily load monitor attend informatica job failure analyze root cause resolve failure use standard documented process experience write sql statement strong problem analysis resolution skill ability work multi platform environment schedule informatica job use informatica scheduler extensively use etl methodology develop support data extraction transformation load process corporate wide etl solution use informatica involve create unit case uploaded quality center unit test utr ensure daily support task do accordance define sla
ETL Developer,education detail january 2015 bachelor engineering extc mumbai maharashtra mumbai university january 2012 diploma industrial electronics vashi maharashtra frbntgbqlmkk agnel polytechnic etl developer etl developer skill detail informatica exprience 36 monthscompany detail company blue shield california description duration mar 2016 sept 2017 description blue shield california bsc health plan providerckekjofvwq intent project process feed come go bsc system related eligibility enrollment claim subject areasqunsobcudt feed come different format process use informatica 9rynoolxhuv6sajhwmuxoo1 oracle 11g facet 5iqmadshiyn0 tidaliszogerzlf technical environment etl tool informatica power center 9brbegnceae6 1 oracle 11g sql pl sql unix facet tidal jira putty role etl developer responsibilities responsible analyze business requirement document involve development informatica mapping use different transformation like source qualifier expression filter router joiner union aggregator normalizer sorter lookup correspond session workflows extensively use informatica debugger figure problem map involve troubleshoot exist bug write unix script sql per business requirement impact analysis change request development data fabrication use facet screens well sql statement membership domain unit test trouble shoot use informatica debugger sql query preparation unit test case prepare document design unit test impact analysis award achievement receive kudos award syntel contribution error free work commitment towards learn client appreciation outstanding display syntel value receive appreciation management outstanding performance complete tenure receive spot recognition automation do project
ETL Developer,skill set talend big data informatica power center microsoft sql server sql platform 6bntgbqlmkk2ckekjofvwq1 management studio workbench aws service talend administration console microsoft visual redshift tac studio athena data warehouse concept star sql s3 schema fact dimension data model data integration microsoft access education detail january 2012 january 2016 mumbai maharashtra university mumbai january 2012 cbse technology kochi kerala stqunsobcudt francis talend etl developer talend etl developer tata consultancy service skill detail data warehouse exprience 23 month database exprience 20 month integration exprience 20 month integrator exprience 20 month m sql server exprience 20 monthscompany detail company tata consultancy service description prepare etl mapping document every mapping data migration document smooth transfer project development test environment production environmentrynoolxhuv perform unit test system test validate data load targetsajhwmuxoo troubleshoot long run job fix issuesiqmadshiyn expertise create mapping talend use big data support component tjdbcconfiguration tjdbcinput thdfsconfiguration ts3configuration tcacheout tcachein tsqlrow standard component like tfileinputdelimited tfileoutputdelimited tmap tjoin treplicate tparallelize tconverttype taggregate tsortrow tflowmeter tlogcatcher trowgenerator tjava tjavarow taggregaterow tfilter etciszogerzlf use etl methodology best practice create talend etl jobsbrbegnceae follow enhanced programming naming standard develop job component joblets talend use trunjob component run child job parent job pas parameter parent child job create deployed physical object include custom table custom view store procedure index sql server stag data warehouse environment involve write sql query use join access data mysql create manage source target mapping document facts dimension table broad design development test experience talend integration suite knowledge performance tune mapping extensively use tmap component lookup joiner function experience write expression within tmap per business need handle insert update strategy use tsqlrow create implicit local global context variable job run talend job different environment work talend administration console tac schedule job add user experience build talend job outside talend studio well tac server develop mapping load fact dimension table scd type 1 scd type 2 dimension incremental load unit test mapping develop framework integrate job schedule multiple job time update last successful run time success status send mail fail job maintain count sql database use tparalleize component multi thread execution option run subjobs parallel increase performance job create talend job copy file one server another utilized talend ftp component implement ftp operation use talend studio transfer file network folder well ftp server use component like tfilelist ts3put tftput tfileexist tftpconnection etc extract data flat file database apply business logic load stag database well flat file successfully load data different target various source system like sql database db2 flatfiles xml file etc stag table target database company tata consultancy service description experience development design etl extract transform load data methodology support data transformation process corporate wide etl solution use talend big data platform excellent work experience agile methodology proficiency gather understand client requirement translate business need technical requirement design develop end end etl process various source system stag area stag data warehouse solicit document business functional data requirement context variable diagram use case etl related diagram excellent oral write communication ability effectively work onsite remote team good team player excellent problem solve ability time management skill profound insight determine priority schedule work meet critical deadline company tata consultancy service description prepare etl mapping document every mapping data migration document smooth transfer project development test environment production environment perform unit test system test validate data load target troubleshoot long run job fix issue
ETL Developer,technical summary knowledge informatica power center verbntgbqlmkk 9ckekjofvwq1 10 etl tool map design usage multiple transformationsqunsobcudt integration various data source like sql server table flat file etcrynoolxhuv target data warehousesajhwmuxoo sql plsql work knowledge microsoft sql server 2010iqmadshiyn unix work description shell script error debuggingiszogerzlf job schedule use autosys incident management change request service jira agile central basic knowledge intellimatch reconciliation tool education detail january 2010 january 2014 btech cse sangli maharashtra walchand college engineering october 2009 hbrbegnceaes c sangli maharashtra willingdon college august 2007 c achievement sangli maharashtra martin english school etl developer analyst skill detail etl exprience 48 month extract transform load exprience 48 month informatica exprience 48 month m sql server exprience 48 month reconciliation exprience 48 month jira exprience 36 monthscompany detail company tata consultancy service description project detail client project barclays uk london hexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard include enhancement audit capability part program require remediation source system data feed involve consolidation data standardize feed remediate data feed consume etl layer reconciliation tool design source data etl layer data front back office system together static data must therefore delivered etl pre process deliver reconciliation tool reconciliation process perform role responsibility responsible analyze design develop etl strategy process write etl specification requirement gather make functional document low level document develop debug informatica mapping resolve bug identify cause failure user interaction identify issue data load application develop mapping use different transformation company tata consultancy service description project detail client project barclays uk london hexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard include enhancement audit capability part program require remediation source system data feed involve consolidation data standardize feed remediate data feed consume etl layer reconciliation tool design source data etl layer data front back office system together static data must therefore delivered etl pre process deliver reconciliation tool reconciliation process perform role responsibility responsible analyze design develop etl strategy process write etl specification requirement gather make functional document low level document develop debug informatica mapping resolve bug identify cause failure user interaction identify issue data load application develop mapping use different transformation
ETL Developer,computer skill yesbntgbqlmkk sql knowledge yes unix knowledge yes data warehouse knowledge yes ab intio yee hobby play cricket footballckekjofvwq reading book visit new place travellingqunsobcudt declaration hereby declare mention information factual correct best knowledge beliefrynoolxhuv date sajhwmuxoo27iqmadshiyn01iszogerzlf2019 mrbrbegnceae manish prabhakar patil place mumbai education detail june 2014 june 2015 bachelor electronics telecommunication c patil college engineering january 2009 january 2011 engineering navi mumbai maharashtra bharati vidyapeeth january 2008 h c mumbai maharashtra khalsa college etl informatica developer etl developer skill detail etl exprience le 1 year month data warehouse exprience le 1 year month datastage exprience less 1 year monthscompany detail company reliance infocomm description havevbeen work etl developer reliance industry india past 3years good knowledge informatica sql well good knowledge unix willing work company developer
DotNet Developer,technical skill web technology asp net html cs jquery languages c c c net mnyqrqxwvaosysvwoynhdsznheqyqrfwzsnhjfczs
DotNet Developer,participate intra college cricket competition various sport eventsbntgbqlmkk group dance college cultural programme education detail msc computer science pune maharashtra pune university bsc computer science pune maharashtra pune university hsc semi english pune maharashtra maharashatra board ssc semi english pune maharashtra maharashatra board dot net developer dot net developer skill detail aspckekjofvwqnet c html cs sql exprience 6 month javascript exprience less 1 year month sql server 2008 2012 exprience le 1 year monthscompany detail company description
DotNet Developer,education detail january 2014 education detail pune maharashtra university pune january 2010 bbntgbqlmkkcom pune maharashtra university pune software developer software developer technology dot net skill detail company detail company technology dot net description previous experience work sepsoft erp solution 1 jan 2016 24th dec 2016ckekjofvwq designation software developerqunsobcudt technology dot net
DotNet Developer,technology aspbntgbqlmkknet mvc 3ckekjofvwq0 4qunsobcudt0 5rynoolxhuv0 unit test entity framework 6sajhwmuxoo0 language c iqmadshiynnet j library javascript jquery angular1iszogerzlf5 typescriptbrbegnceae tool visual studio 2008 2010 2012 2015 visual studio code ide net framework 2 0 3 5 4 0 4 5 database sql server 2005 2008 2014 2015 source control tool tortoise svn git education detail january 2010 b tech kakinada andhra pradesh jntu dot net developer dot net developer tie bar skill detail net exprience 34 month asp exprience 34 month asp net exprience 34 month c exprience 34 month javascript exprience 34 monthscompany detail company tie bar description duration january 2017 till date responsibility design cod net server side environment specifically utilising microsoft mvc framework client side environment use knockout j consume web api wcf rest full service design coded application component agile environment utilize test driven development approach create maintain project task schedule provide program estimate identify potential problem recommend alternative solution work close cooperation project manager functional team member form team effort development utilized pair program approach ensure high quality code project title tiebar environment visual studio 2015 mvc 5 0 c javascript json linq html 5 database sql server 2015 role developer description tie bar u base online shop website one stop destination luxury menswear premium dress shirt tie bow tie title leave management system environment visual studio 2010 asp net c net javascript jquery database sql server 2008 role developer description leave management system web application two module one front end second admin module admin user manage site content application main functionality web application use maintain employee leave policy company title around pune cm environment visual studio 2010 asp net c net javascript jquery database sql server 2008 role developer description around pune web application two module one admin module another client front end admin module control site date cm content management system project purpose site show provide detail spot tourist place around pune title country side environment visual studio 2008 asp net c net javascript jquery database sql server 2008 role developer description cm content management system website control admin user one admin module maintain website content site use provide information tourist place provide offer different package trip company hamsa hitech pvt ltd description responsibility design cod net server side environment specifically utilising asp net c net design implement system use relational database specifically sql 2008 project title g johnson environment visual studio 2010 asp net c net javascript jquery database sql server 2008 role developer description g johnson global employment website main purpose application recruit employee client different country like switzerland norway sweden provide service like organisational development management leadership support development legal support title crm company environment visual studio 2008 asp net 3 0 use c net javascript jquery database sql server 2008 role developer description customer relationship management system web application maintain relation company view project list client list notification list appointment list conversation list client person list company person
